question,option,is_correct,source
"What is a therian mammal in which the embryo is born at an early, immature stage?",a marsupial,True,correct_answer
"What is a therian mammal in which the embryo is born at an early, immature stage?",about,False,llama_distractor1
"What is a therian mammal in which the embryo is born at an early, immature stage?",insectivore,False,llama_distractor2
"What is a therian mammal in which the embryo is born at an early, immature stage?",egg-laying mammal,False,llama_distractor3
What are fungi which feed on living cells called?,parasitic,True,correct_answer
What are fungi which feed on living cells called?,deadly,False,llama_distractor1
What are fungi which feed on living cells called?,saprophytic,False,llama_distractor2
What are fungi which feed on living cells called?,benign,False,llama_distractor3
What rock group offers the richest source of fossils?,sedimentary,True,correct_answer
What rock group offers the richest source of fossils?, igneous,False,llama_distractor1
What rock group offers the richest source of fossils?, metamorphic,False,llama_distractor2
What rock group offers the richest source of fossils?, pyroclastic,False,llama_distractor3
What is the diffusion of water through a semipermeable membrane down its concentration gradient,osmosis,True,correct_answer
What is the diffusion of water through a semipermeable membrane down its concentration gradient, dialysis,False,llama_distractor1
What is the diffusion of water through a semipermeable membrane down its concentration gradient, filtration,False,llama_distractor2
What is the diffusion of water through a semipermeable membrane down its concentration gradient, absortption,False,llama_distractor3
Isotopes are named for their number of protons plus what?,neutrons,True,correct_answer
Isotopes are named for their number of protons plus what?, protons,False,llama_distractor1
Isotopes are named for their number of protons plus what?, electrons,False,llama_distractor2
Isotopes are named for their number of protons plus what?, energy,False,llama_distractor3
Movements in the mantle cause the plates to move over time in a process called what?,continental drift,True,correct_answer
Movements in the mantle cause the plates to move over time in a process called what?,glacial drift,False,llama_distractor1
Movements in the mantle cause the plates to move over time in a process called what?,seafloor spreading,False,llama_distractor2
Movements in the mantle cause the plates to move over time in a process called what?,tectonic plate activity,False,llama_distractor3
"In phyisics, what is considered to be the rotational version of force?",torque,True,correct_answer
"In phyisics, what is considered to be the rotational version of force?",thrust,False,llama_distractor1
"In phyisics, what is considered to be the rotational version of force?",leverage,False,llama_distractor2
"In phyisics, what is considered to be the rotational version of force?",momentum,False,llama_distractor3
Skeletal muscles are attached to the skeleton by tough connective tissues called what?,tendons,True,correct_answer
Skeletal muscles are attached to the skeleton by tough connective tissues called what?,ligaments,False,llama_distractor1
Skeletal muscles are attached to the skeleton by tough connective tissues called what?,cartilage,False,llama_distractor2
Skeletal muscles are attached to the skeleton by tough connective tissues called what?,bones,False,llama_distractor3
What is the ability to see called?,vision,True,correct_answer
What is the ability to see called?,sight,False,llama_distractor1
What is the ability to see called?,perception,False,llama_distractor2
What is the ability to see called?,recognition,False,llama_distractor3
Which two major innovations allowed seed plants to reproduce in the absence of water?,seed and pollen,True,correct_answer
Which two major innovations allowed seed plants to reproduce in the absence of water?,spider webs,False,llama_distractor1
Which two major innovations allowed seed plants to reproduce in the absence of water?,butterfly wings,False,llama_distractor2
Which two major innovations allowed seed plants to reproduce in the absence of water?,amphibian eggs,False,llama_distractor3
