question,option,is_correct,source
The gap between two dna fragments is sealed by what?,enzymes,False,original_distractor3
"""incident"" and ""reflected"" are two types of what?",rays,True,correct_answer
"""incident"" and ""reflected"" are two types of what?",cells,False,original_distractor1
"""incident"" and ""reflected"" are two types of what?",mirrors,False,original_distractor2
"""incident"" and ""reflected"" are two types of what?",collisions,False,original_distractor3
Where does most of the earth's energy come from?,sun,True,correct_answer
Where does most of the earth's energy come from?,cover,False,original_distractor1
Where does most of the earth's energy come from?,fire,False,original_distractor2
Where does most of the earth's energy come from?,heat,False,original_distractor3
What do we call a carbohydrate formed by two monosaccharides bonding together?,disaccharide,True,correct_answer
What do we call a carbohydrate formed by two monosaccharides bonding together?,Nitrate,False,original_distractor1
What do we call a carbohydrate formed by two monosaccharides bonding together?,olivine,False,original_distractor2
What do we call a carbohydrate formed by two monosaccharides bonding together?,calcite,False,original_distractor3
What determines how long a planet's orbit is around the sun?,distance,True,correct_answer
What determines how long a planet's orbit is around the sun?,size,False,original_distractor1
What determines how long a planet's orbit is around the sun?,age,False,original_distractor2
What determines how long a planet's orbit is around the sun?,direction,False,original_distractor3
"Anaerobic cellular respiration does not require the presence of what (by the very fact it is anaerobic, specifically)?",oxygen,True,correct_answer
"Anaerobic cellular respiration does not require the presence of what (by the very fact it is anaerobic, specifically)?",carbon,False,original_distractor1
"Anaerobic cellular respiration does not require the presence of what (by the very fact it is anaerobic, specifically)?",helium,False,original_distractor2
"Anaerobic cellular respiration does not require the presence of what (by the very fact it is anaerobic, specifically)?",nitrogen,False,original_distractor3
The three-dimensional spaces with specific shapes that are components of electrons shells are known as what?,orbitals,True,correct_answer
The three-dimensional spaces with specific shapes that are components of electrons shells are known as what?,arrays,False,original_distractor1
The three-dimensional spaces with specific shapes that are components of electrons shells are known as what?,isotopes,False,original_distractor2
The three-dimensional spaces with specific shapes that are components of electrons shells are known as what?,ventricals,False,original_distractor3
"In relation to electrical current, what property will a narrow wire have more of than a wide wire?",resistance,True,correct_answer
"In relation to electrical current, what property will a narrow wire have more of than a wide wire?",voltage,False,original_distractor1
"In relation to electrical current, what property will a narrow wire have more of than a wide wire?",wattage,False,original_distractor2
"In relation to electrical current, what property will a narrow wire have more of than a wide wire?",current,False,original_distractor3
"Oil and water do not mix, instead forming two distinct layers called what?",phases,True,correct_answer
